ITEMCODE,ITEMNAME,COMPANY,PROFITPERC,DISCOUNTPE,ICHARGES,SHORTNAME,SELECTED,SALEAC,PURAC,CSTSALE,QTYRATE,UNIT,PACKINGPC,WEIGHT,EXCISEPC,EXCISETYPE,GROUPCODE,ITEMDESC1,ITEMDESC2,TAXONSPMRP,INCLUSIVE,MINIMUMSTO,MAXIMUMSTO,SALETAXPE,NARCOTIC,BIGUNIT,UPCCODE,LOCATION,DPCOACT,HONESCHEDU,IUCCODE,SAPCODE,BARCODE,HSNCODE,ADDITIONCE
2287,CAUSTICUM..       30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2288,CEANOTHUS AME..   30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2289,CEDRON..          30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2290,CHAMOMILLA..      30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,1,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2291,CHELIDONIUM MAJ.. 30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2292,CHELONE GLA..     30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2293,CHIMAPHILA UMB..  30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2294,CHININUM ARS CI.. 30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2295,CHININUM SUL..    30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2296,CHIONANTHUS VIR.. 30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2297,CHLORALUM..       30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2298,CHOLESTERINUM..   30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2299,CHRYSAROBINUM..   30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2300,CIMICIFUGA RAC..  30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2301,CINA..            30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2302,CINERARIA MAR..   30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2303,CHINA OFF..       30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2304,CISTUS CAN..      30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2305,COCA..            30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2306,COCCULUS IND..    30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2307,COCCUS CAC..      30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2308,CLEMATIS ERE..    30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2309,COFFEA CRU..      30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2310,COFFEA TOS..      30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2311,COLCHICUM AUT..   30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2312,COLLINSONIA CAN.. 30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2313,COLOCYNTHIS..     30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2314,CONDURANGO..      30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2315,CONIUM MAC..      30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2316,CONVALLARIA MAJ.. 30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2317,COPAIVA OFF..     30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2318,CORALLIUM RUB..   30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2319,CRATAEGUS OXY..   30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2320,CROTON TIG..      30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2321,CUBEBA OFF..      30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2322,CUPRUM ARS..      30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2323,CUPRUM MET..      30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2324,CYCLAMEN EUR..    30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2325,DAMIANA..         30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2326,DESMODIUM GAN..   30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2327,DIGITALIS PUR..   30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2328,DIOSCOREA VIL..   30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2329,DOLICHOS..        30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2330,DULCAMARA..       30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2331,DROSERA ROT..     30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2332,ECHINACEA ANG..   30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2333,EPHEDRINUM..      30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2334,EQUISETUM HYE..   30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2335,EUPATORIUM PER..  30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,1,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2337,EUPHRASIA OFF..   30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2338,EUPHORBIUM..      30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2339,EUPIONUM..        30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2340,FEL TAU..         30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2341,FERRUM ACE..      30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2342,FERRUM ARS CI..   30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2343,FERRUM MET..      30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2344,FERRUM PHOS..     30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2345,FORMICA RUF..     30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2346,FUCUS VES..       30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2347,GAMBOGIA..        30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2348,GAULTHERIA PRO..  30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2350,GNAPHALIUM POL..  30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2351,GRANATUM..        30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2352,GRAPHITES..       30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2353,GUAIACUM..        30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2354,GUN POWDER..      30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2355,HEKLA LAV..       30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2356,HELLEBORUS NIG..  30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,1,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2357,HELONIAS DIO..    30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2359,HYDRANGEA ARB..   30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2360,HYDRASTIS CAN..   30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2361,HYDROCOTYLE ASI.. 30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2362,HYDROPHOBINUM..   30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2363,IGNATIA AMA..     30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2364,IODIUM..          30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2365,INDIGO..          30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2366,INFLUENZINUM..    30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2367,IRIS TEN..        30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2368,IRIS VER..        30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2369,JABORANDI..       30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2370,JALAPA..          30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2371,JUSTICIA ADH..    30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2372,KALI ARS..        30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2373,KALI BICAR..      30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2374,KALI BROM..       30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2375,KALI CARB..       30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2376,KALI CYA..        30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2377,KALI IOD..        30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2378,KALI MUR..        30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2379,KALI OXA..        30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2380,KALI PHOS..       30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2381,KALI SUL..        30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2382,KALMIA LAT..      30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2383,KREOSOTUM..       30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2384,LAC CAN..         30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2385,LAC DEF..         30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2386,LACHESIS..        30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2387,LAPIS ALB..       30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2388,LACHNANTHES TIN.. 30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2389,LATHYRUS SAT..    30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2391,LEPTANDRA..       30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2392,LILIUM TIG..      30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2393,LITHIUM CARB..    30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2394,LOBELIA INF..     30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2395,LYCOPUS VIR..     30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2396,LYCOPODIUM CLA..  30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2397,MAGNESIA CARB..   30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2398,MAGNESIA MUR..    30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2399,MAGNESIA PHOS..   30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2400,MALARIA OFF..     30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2401,MANGANUM ACE..    30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2402,MEDORRHINUM..     30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2403,MELILOTUS ALB..   30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2404,MEPHITIS MEP..    30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2405,MERC COR..        30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2406,MERC CYA..        30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2407,MERC DUL..        30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2408,MERC IOD FLA..    30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2409,MERC SOL..        30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,1,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2410,MILLEFOLIUM..     30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2411,MORBILINUM..      30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2412,MOSCHUS..         30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2413,MEZEREUM..        30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
2414,MUREX PUR..       30 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
2415,MYGALE..         30 100ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
