ITEMCODE,ITEMNAME,COMPANY,PROFITPERC,DISCOUNTPE,ICHARGES,SHORTNAME,SELECTED,SALEAC,PURAC,CSTSALE,QTYRATE,UNIT,PACKINGPC,WEIGHT,EXCISEPC,EXCISETYPE,GROUPCODE,ITEMDESC1,ITEMDESC2,TAXONSPMRP,INCLUSIVE,MINIMUMSTO,MAXIMUMSTO,SALETAXPE,NARCOTIC,BIGUNIT,UPCCODE,LOCATION,DPCOACT,HONESCHEDU,IUCCODE,SAPCODE,BARCODE,HSNCODE,ADDITIONCE
6328,ABC-LOTION          100ML,15,0.00,0.00,0.00,ADVIN,,11,16,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,,0.00
6329,ABC-BODY-WASH       100ML,15,0.00,0.00,0.00,ADVIN,,11,16,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,,0.00
6330,STAPHYSAGRIA..   1M 100ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6331,ALUMEN..         30 100ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6332,BT HAIR GROWTH-OIL  200ML,2,0.00,0.00,0.00,WSI,,10,15,0,0.000,,0,0.000,0.00,,1,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,33059011,0.00
6333,BT ARNICA SHAMPO    250ML,2,0.00,0.00,0.00,WSI,,11,16,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,33051090,0.00
6334,BT REFRESHING-SOAP   75GM,2,0.00,0.00,0.00,WSI,,10,15,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,34011941,
6335,BT AKNE-SOR-SOAP     75GM,2,0.00,0.00,0.00,WSI,,10,15,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,34011941,0.00
6336,BT GLOW-FARINESS-SOAP75GM,2,0.00,0.00,0.00,WSI,,10,15,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,34011941,
6337,BC 18[ADEL]          20GM,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,1,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049015,0.00
6338,SULPHUR            200-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
6339,SULPHUR            10M-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
6340,PLATINUM MET        30-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6341,AURUM MUR NAT(R)  6X 20GM,6,0.00,0.00,0.00,R.W,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6342,BC 01[ADEL]          20GM,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049015,
6343,BC 02[ADEL]          20GM,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049015,
6344,BC 27[ADEL]          20GM,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049015,
6345,BC 28[ADEL]          20GM,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049015,
6346,OLEUM JEC TAB(A)  3X 20GM,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
6347,NATRUM PHOS(A)    6X 20GM,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049015,
6348,ACONITUM NAP        1M-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
6349,ESSENTIA AUREA(WSG)  20ML,9,0.00,0.00,0.00,WSG,,9,14,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
6350,SALIX NIG..      MT 100ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6351,LEDUM PAL..     200 100ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
6352,AURUM MET..     200 100ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6353,GUATTERIA GAUMERIA   30ML,33,0.00,0.00,0.00,BJAIN,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
6354,FERRUM MET          30-RW,6,0.00,0.00,0.00,R.W,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6355,EQUISETUM HYE..  MT 100ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6356,CANTHARIS..      30 100ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
6357,ACIDUM CHROM..   200 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6358,GRAPHITES..      200 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,1,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
6359,VIPERA TOR..     200 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6360,GAMBOGIA..       MT 100ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
6361,DAMIANA             MT-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
6362,CODEINUM..       200 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,1,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6363,BERBERIS AQ         MT-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
6364,STAPHYSAGRIA        MT-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6365,CACTUS GRA          30-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6366,SELENIUM            30-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6367,CHINA OFF           1M-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
6368,ARNICA MONT         1M-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
6369,COLLINSONIA CAN    200-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
6370,PHYTOLACCA         200-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
6371,LEDUM PAL          200-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
6372,FOLLI-PLUS           30ML,15,0.00,0.00,0.00,ADVIN,,9,14,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6373,D-ACNE OINT          30GM,15,0.00,0.00,0.00,ADVIN,,9,14,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6374,GAS O PLUS TAB       25GM,15,0.00,0.00,0.00,ADVIN,,9,14,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6375,A-193 DROPS          30ML,15,0.00,0.00,0.00,ADVIN,,9,14,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
6376,A-192 DROPS          30ML,15,0.00,0.00,0.00,ADVIN,,9,14,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
6377,ARNICA BRAHMI OIL   100ML,15,0.00,0.00,0.00,ADVIN,,10,15,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,33059011,
6378,ARNICA CINCHONA OIL 100ML,15,0.00,0.00,0.00,ADVIN,,10,15,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,33059011,
6379,AD-LIV(ADVIN)       180ML,15,0.00,0.00,0.00,ADVIN,,9,14,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6380,HEMOTONE(IRON TONIC)180ML,15,0.00,0.00,0.00,ADVIN,,9,14,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6381,NAJA TRI        200 100ML,2,0.00,0.00,0.00,WSI -739,,8,13,0,0.000,,0,0.000,0.00,,1,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
6382,MEDORRHINUM..     1M 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
6383,OLEUM JEC(MORR)  30 100ML,2,0.00,0.00,0.00,WSI -791,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
6384,ROBINIA PSE         MT-RW,6,0.00,0.00,0.00,R.W,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
6385,CALCAREA IOD        30-RW,6,0.00,0.00,0.00,R.W,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6386,CALCAREA IOD        1M-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6387,HYOSCYAMUS NIG       6-RW,6,0.00,0.00,0.00,R.W,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6388,DOLICHOS..       MT 100ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
6390,BARYTA CARB        10M-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6392,BT ANTI-DANDUF OIL  150ML,2,0.00,0.00,0.00,WSI,,10,15,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,33059011,0.00
6393,BT ANTI-DAND SHAMPO 150ML,2,0.00,0.00,0.00,WSI,,11,16,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,33051090,0.00
6395,BT SKIN-BATHING-SOOP 75GM,2,0.00,0.00,0.00,WSI,,10,15,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,34011941,
6396,TUBERCULINUM BOV 1M 100ML,2,0.00,0.00,0.00,WSI-1045,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
6397,AESCULUS HIP..  200 100ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6398,PULSATILLA NIG..  MT 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6399,PHOSPHORUS..      1M 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6400,ASAFOETIDA      200 100ML,2,0.00,0.00,0.00,WSI -161,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6401,MERC COR        200 100ML,2,0.00,0.00,0.00,WSI -706,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6402,GUAIACUM        200 100ML,2,0.00,0.00,0.00,WSI -515,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6403,CHOLESTERINUM   200 100ML,2,0.00,0.00,0.00,WSI -323,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6404,LILIUM TIG      200 100ML,2,0.00,0.00,0.00,WSI -643,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
6405,MEZEREUM        200 100ML,2,0.00,0.00,0.00,WSI -718,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
6406,STREPTOCOCCINUM 200 100ML,2,0.00,0.00,0.00,WSI -984,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6407,NAPHTHALINUM    200 100ML,2,0.00,0.00,0.00,WSI -740,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6408,ARUM TRI        200 100ML,2,0.00,0.00,0.00,WSI -159,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6409,AETHUSA CYN     200 100ML,2,0.00,0.00,0.00,WSI  -55,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6410,PODOPHYLLUM PEL 200 100ML,2,0.00,0.00,0.00,WSI -855,,8,13,0,0.000,,0,0.000,0.00,,1,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
6411,NATRUM PHOS(A)   12X 20GM,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049015,
6412,CALCAREA SUL(A)   6X 20GM,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049015,
6413,CALCAREA SUL(A)  12X 20GM,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049015,
6414,NATRUM MUR(A)     6X 20GM,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049015,
6415,EUPATORIUM PER..  MT 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6416,GRIPE MIXT          150ML,26,0.00,0.00,0.00,HAHNEMAN,,9,14,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6417,GELSEMIUM SEM..   1M 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
6418,BRYONIA ALB..     1M 30ML,1,0.00,0.00,0.00,SBL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6419,STERCULIA ACC       MT-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6420,RANUNCULUS BUL     200-RW,6,0.00,0.00,0.00,R.W,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6421,DROSERA ROT        200-RW,6,0.00,0.00,0.00,R.W,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6422,CAUSTICUM           1M-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
6423,SULPHUR             1M-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
6424,THUJA OCC           1M-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
6425,ECHINACEA ANG       MT-AD,23,0.00,0.00,0.00,ADEL,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
6426,A-208 DROPS          30ML,15,0.00,0.00,0.00,ADVIN,,9,14,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
6427,ADVEN-GRIPE         150ML,15,0.00,0.00,0.00,ADVIN,,9,14,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6428,BARYTA IOD      200 100ML,2,0.00,0.00,0.00,WSI -195,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
6429,OLEANDER        200 100ML,2,0.00,0.00,0.00,WSI -786,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6430,HYPERICUM PER   200 100ML,2,0.00,0.00,0.00,WSI -555,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
6431,MANGANUM MUR    200 100ML,2,0.00,0.00,0.00,WSI -687,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6432,ACIDUM BEN      200 100ML,2,0.00,0.00,0.00,WSI  -13,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
6433,BARYTA MUR      200 100ML,2,0.00,0.00,0.00,WSI -196,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
6434,OLEUM JEC(MORR) 200 100ML,2,0.00,0.00,0.00,WSI -791,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6435,NATRUM PHOS     200 100ML,2,0.00,0.00,0.00,WSI -761,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6436,THALLIUM        200 100ML,2,0.00,0.00,0.00,WSI-1021,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6437,UVA URS         200 100ML,2,0.00,0.00,0.00,WSI-1057,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6438,PERTUSSINUM     200 100ML,2,0.00,0.00,0.00,WSI -821,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6439,KALI MUR        200 100ML,2,0.00,0.00,0.00,WSI -603,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6440,ACTAEA SPI      200 100ML,2,0.00,0.00,0.00,WSI  -43,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6441,ARSENICUM IOD   200 100ML,2,0.00,0.00,0.00,WSI -151,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6442,ACIDUM FOR       30 100ML,2,0.00,0.00,0.00,WSI  -19,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6443,MYRISTICA SEB   200 100ML,2,0.00,0.00,0.00,WSI -734,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6445,SEPIA              200-WG,9,0.00,0.00,0.00,WSG,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
6446,THYROIDINUM        200-WG,9,0.00,0.00,0.00,WSG,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6447,SEPIA               1M-WG,9,0.00,0.00,0.00,WSG,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
6448,SILICEA            200-WG,9,0.00,0.00,0.00,WSG,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
6449,SULPHUR             1M-WG,9,0.00,0.00,0.00,WSG,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,0.00
6450,KALI IOD        200 100ML,2,0.00,0.00,0.00,WSI -602,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6451,KALI SUL        200 100ML,2,0.00,0.00,0.00,WSI -608,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6452,THALLIUM         30 100ML,2,0.00,0.00,0.00,WSI-1021,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6453,ALOE SOC         30 100ML,2,0.00,0.00,0.00,WSI  -75,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6454,AURUM MUR        30 100ML,2,0.00,0.00,0.00,WSI -181,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
6455,KALI IOD         30 100ML,2,0.00,0.00,0.00,WSI -602,,8,13,0,0.000,,0,0.000,0.00,,0,,,0,FALSE,1,2,0.00,FALSE,0.00,,,FALSE,FALSE,,,,30049014,
